artist_name,title,release,tags
b'Soda Stereo',b'Entre Can\xc3\xadbales',b'Canci\xc3\xb3n Animal',"[['Rock Argentino', '100'], ['rock', '52'], ['Rock en Espanol', '47'], ['90s', '41'], ['Rock Latino', '29'], ['argentina', '23'], ['rock en español', '17'], ['soda stereo', '17'], ['severo tema', '17'], ['Amor Amarillo', '11'], ['raww', '11'], ['<3', '11'], ['top pop songs', '11'], ['top rock songs', '11'], ['Borrachera', '11'], ['songs i never get sick of', '11'], ['soda', '11'], ['Algunas noches soy facil y no acato limites', '11'], ['Siempre que la escucho no dejo de pensar en ti', '11'], ['beautiful depressive songs', '11'], ['jugando a seducirnos', '11'], ['80s', '11'], ['110 bpm', '5'], ['chingona', '5'], ['absolute favorite song', '5'], ['TEMON', '5'], ['hermoso tema', '5'], ['112 bpm', '5'], ['rosalba', '5'], ['mi tema', '5'], ['papacitos', '5'], ['temazoooo', '5'], ['musica para totoral', '5'], ['rio de la plata favoritos', '5'], ['de todo mio favoritos', '5'], ['hermosa letra', '5'], ['tracks i would put on a movie soundtrack', '5'], ['calenton', '5'], ['cgai-favorite', '5'], ['for my animal dream', '5'], ['CristobalCobol', '5'], ['SENSUEL ET SEXY', '5'], ['cachondo', '5'], ['es mi tema', '5'], ['canciones que me ayudan a vivir', '5'], ['A19931110', '5'], ['dedicable', '5'], ['cuelgue veraniego', '5'], ['tiene color tiene calor', '5'], ['me recuerda cosas', '5'], ['trago', '5'], ['come de mi come de mi carne tomate el tiempo en desmenuzarme', '5'], ['Woombat te kiero', '5'], [""90's"", '5'], ['Spanish Rock', '5'], ['rock en tu idioma', '5'], ['Favoritos', '5'], ['a', '5'], ['Latin Rock', '5'], ['Israel', '5'], ['latin america', '5'], ['rock argento', '5'], ['Unplugged', '5'], ['latinoamerica', '5'], ['melancholy', '5'], ['nostalgic', '5'], ['latin pop', '5'], ['melancholic', '5'], ['spanish', '5'], ['Favourites', '5'], ['pop rock', '5'], ['sad', '5'], ['singer-songwriter', '5'], ['power pop', '5'], ['latin', '5'], ['acustico', '5'], ['when im sad', '5'], ['oscar', '5'], ['hispano', '5'], ['southamerica', '5'], ['5stars', '5'], ['temazo', '5'], ['loop', '5'], ['favoritas', '5'], ['clasico', '5'], ['español', '5'], ['1990', '5'], ['en espanol', '5'], ['for a cigarette', '5'], ['amo este tema', '5'], ['1996', '5'], ['loved', '5'], ['electronic-lounge', '0'], ['entre canibales', '0'], ['nu-bluz', '0'], ['i have an orgasm when i listen it', '0'], ['dedicated to mel', '0'], ['groove', '0'], ['variado', '0'], ['hl raza', '0']]"
b'Bruce Rowland',b'Rosemary Recalls',b'The Man from Snowy River',[]
b'Xcultures',b'Sudanese Dance',b'One World One People',"[['chillout', '100'], ['ambient', '100'], ['world', '100'], ['Mind Funk', '100']]"
b'White Heart',b'Where The Thunder Roars (Tales Of Wonder Album Version)',b'Tales Of Wonder',"[['rock', '100'], ['guitar', '100'], ['classic rock', '100'], ['ambient', '100'], ['vocal', '100'], ['christian rock', '100'], ['90s', '100'], ['drums', '100'], ['christian', '100'], ['keyboard', '100'], ['5-star', '100']]"
b'Heavy D / McGruff',b'Wanna Be A Player',b'Waterbed Hev',[]
b'Van Halen',b'Panama (Remastered Album Version)',b'The Best Of Both Worlds',"[['rock', '100'], ['80s', '66'], ['guitar', '33'], ['classic rock', '33'], ['hard rock', '33'], ['1984', '33'], ['brothers', '33'], ['puro rock', '33'], ['trinity', '33'], ['brain2brain', '33']]"
b'Black Eyed Peas',"b""Let's Get It Started""",b'Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness',"[['Hip-Hop', '100'], ['dance', '86'], ['pop', '66'], ['hip hop', '60'], ['black eyed peas', '55'], ['rap', '35'], ['rnb', '26'], ['funk', '22'], ['party', '15'], ['00s', '11'], ['american', '11'], ['2004', '11'], ['upbeat', '9'], ['fun', '8'], ['funky', '8'], ['2000s', '7'], ['Energetic', '7'], ['female vocalists', '5'], ['hiphop', '5'], ['Black Eyed Peas - Lets Get It Started', '4'], ['use of tonal harmonies', '4'], ['favorites', '4'], ['use of call-and-response vocals', '4'], ['electric guitars', '4'], ['clean lyrics', '4'], ['club rap roots', '4'], ['party rhymes', '4'], ['cool', '4'], ['male vocalists', '3'], ['basic rap roots', '3'], ['radio friendly stylings', '3'], ['Workout', '3'], ['party jam style', '3'], ['clear pronunciation', '3'], ['prevalent use of groove', '3'], ['dancedance', '3'], ['BEP', '3'], ['female vocalist', '3'], ['happy', '3'], ['rock', '3'], ['dance pop', '2'], ['electronic', '2'], ['soul', '2'], ['grammy', '2'], ['alternative', '2'], ['male vocalist', '2'], ['top 40', '2'], ['danceable beats', '2'], ['energy', '2'], ['hip-hop favorites', '2'], ['limecore', '2'], ['Favourites', '2'], ['Favorite', '2'], ['superspringsummer', '2'], ['my music', '2'], ['clean', '2'], ['a dry recording sound', '2'], ['great songs', '2'], ['r&b', '2'], ['music from one tree hill', '1'], ['bomp bomp bomp', '1'], ['i hate girls with muffin tops', '1'], ['everybody get naked and dance', '1'], ['acoustic drum samples', '1'], ['gjamr', '1'], ['consistent rhyme patterns', '1'], ['Party on', '1'], ['Trashy Disco', '1'], ['-rock-', '1'], ['good for jogging', '1'], ['beats made for dancing', '1'], ['On the floor', '1'], ['Dry Recording Sound', '1'], ['Prominent Backup Vocals', '1'], ['season two', '1'], ['femmine', '1'], ['kid-safe', '1'], ['shit to dance to', '1'], ['runnning', '1'], ['203', '1'], ['Black eyed press', '1'], ['Giusychevola e che ama', '1'], ['a tight kick sound', '1'], ['One tree hill Music', '1'], ['hip hop tag', '1'], ['donna', '1'], ['gnocca', '1'], ['hip hop roots', '1'], ['stuzzie', '1'], ['Heejj', '1'], ['get moving', '1'], ['meine party', '1'], ['wakacje 2005', '1'], ['straight beats', '1'], ['tabata', '1'], ['a knack for catchy hooks', '1'], ['Upbeat goodtimes everything', '1'], ['eglence', '1'], ['nice to dance', '1'], ['zambada', '1']]"
b'Nine Inch Nails',b'Metal',b'Things Falling Apart',"[['industrial', '100'], ['cover', '62'], ['industrial rock', '34'], ['electronic', '34'], ['covers', '25'], ['alternative rock', '18'], ['00s', '18'], ['electro-industrial', '15'], ['best covers ever', '15'], ['rock', '15'], ['Gary Numan', '12'], ['2000', '12'], ['american', '9'], ['Gothic', '9'], ['alternative', '9'], ['FUCKING AWESOME', '9'], ['darkwave', '9'], ['NIN', '9'], ['metal', '9'], ['nine inch nails', '9'], ['Gothic Rock', '6'], ['Favorite', '6'], ['trent reznor', '6'], ['yellow', '6'], ['green', '6'], ['windy', '6'], ['dark electro', '6'], ['not emo', '6'], ['gary numan cover', '6'], ['shit yeah', '6'], ['covers as good as the originals or even better', '6'], ['goth', '6'], ['sexy', '6'], ['upbeat', '6'], ['Progressive rock', '6'], ['industrial metal', '6'], ['favorites', '6'], ['futurepop', '6'], ['ebm', '6'], ['80s', '6'], ['favorites ebm electronic', '3'], ['death songs', '3'], ['blow your speakers bass', '3'], ['one more time with feeling', '3'], ['Intoxicated', '3'], ['after dark', '3'], ['EBM Gothic', '3'], ['Industrial-electronica', '3'], ['classic rock', '3'], ['americans', '3'], ['present and past obsessions', '3'], ['indie', '3'], ['06', '3'], ['Almost', '3'], ['Trent', '3'], ['Yeah baby', '3'], ['brain itch', '3'], ['seen live 2009', '3'], ['distorts my speakers', '3'], ['Gary Newman- The Original Vs The Cover', '3'], ['i should listen to this more', '3'], ['Para Caminhar', '3'], ['das fetzt', '3'], ['this one really had me', '3'], ['shit disturber', '3'], ['mello yello', '3'], ['Favorites - songs', '3'], ['malloy2000 playlist - top songs - classical to metal', '3'], ['methamerica', '3'], ['stuff to listen to when lonely', '3'], ['pjur metal', '3'], ['alternative top', '3'], ['paranoic', '3'], ['rocket sauce', '3'], ['hard hole', '3'], ['grey', '3'], ['flowing', '3'], ['emo', '3'], ['favorite albums', '3'], ['depressive', '3'], ['winter', '3'], ['nostalgia', '3'], ['fuck', '3'], ['rough', '3'], ['sad', '3'], ['dark', '3'], ['techno-industrial', '3'], ['atmospheric', '3'], ['my music', '3'], ['90s', '3'], ['female vocalists', '3'], ['post-punk', '3'], ['Favourites', '3'], ['Noise Electro', '3'], ['pop', '3'], ['Fierce', '3'], ['cruncy', '3'], ['essentials', '3'], ['hard rock', '3'], ['cool covers', '3']]"
b'Nick Cave & The Bad Seeds',b'She Fell Away (2009 Digital Remaster)',b'Your Funeral... My Trial (2009 Digital Remaster)',[]
b'Nadine Renee',b'Next Time',b'Oasis of Love',[]
b'Lesley Gore',"b""It's My Party""","b""60's Triple set""","[['60s', '100'], ['oldies', '93'], ['pop', '42'], ['female vocalists', '36'], ['rock n roll', '21'], ['Lesley Gore', '10'], ['its my party', '9'], ['1963', '7'], ['nostalgic', '6'], ['classic rock', '6'], ['female vocalist', '4'], ['60s pop', '3'], ['romantic', '3'], ['party', '3'], ['Soundtrack', '3'], ['usa hot 100 number one hit', '3'], ['naive', '3'], ['Rock and Roll', '3'], ['Retro', '2'], ['heartbreak', '2'], ['rock', '2'], ['bubblegum', '2'], ['Supernatural', '2'], ['golden oldies', '2'], ['50s-ish', '2'], ['female', '2'], ['chaser i', '2'], ['sad', '2'], ['dance', '2'], ['fun', '2'], ['audioxs', '2'], ['handclaps', '1'], ['i dont throw parties but if i did', '1'], ['billboard number ones', '1'], ['hazz', '1'], ['pozytywne wibracje', '1'], ['old', '1'], ['600', '1'], ['60s Gold', '1'], ['sixties', '1'], ['sorry yes i am gay', '1'], ['favorit', '1'], ['Birthday', '1'], ['it is party time', '1'], ['eu gosto de coisa velha', '1'], ['Ally McBeal', '1'], ['marchosa', '1'], ['gute laune', '1'], ['MUJER VOCALISTA', '1'], ['schwing', '1'], ['its my part', '1'], ['what our parents taught us to love', '1'], ['songs i grew up with', '1'], ['Problem Child', '1'], ['cry', '1'], ['just completely and unironically awesome', '1'], [""60's"", '1'], ['guateque', '1'], ['breakfastyourtheories', '1'], ['anos 60', '1'], ['60x', '1'], ['joule party', '1'], ['melancholy', '1'], ['keiaspissed', '1'], ['lammis', '1'], ['Good Stuff', '1'], ['1960s', '1'], ['sweet', '1'], ['kan ve gozyasi', '1'], ['soft rock', '1'], ['famisa', '1'], ['music for horror movies', '1'], ['slgdm', '1'], ['50s', '1'], ['lipstick', '1'], ['10 estrellas', '0'], ['give booze a chance', '0'], ['soundtrack-mylife', '0'], ['15 and memories', '0'], ['my party', '0'], ['psiho sam', '0'], ['Marcelles Favourites', '0'], ['rock60s', '0'], ['50s60s', '0'], ['rjw best 2009', '0'], ['sweet 60s', '0'], ['Jills Station', '0'], ['My pop music', '0'], ['io-a', '0'], ['lautx', '0'], ['BeatbabeBop selection', '0'], ['cry if i want to', '0'], ['malloy2000 playlist - top songs - classical to metal', '0'], ['music to listen while killing people', '0'], ['NJOK', '0'], ['yid shit', '0'], ['gute-laune-musik', '0'], ['60er', '0'], ['positive vibration', '0'], ['music of my childhood', '0']]"
b'Smartbomb',b'Complicate It',b'Yeah.  Well_ Anyway....',[]
b'Suburbs',b'Monde De Fou',b'Un Titre de Toune',[]
b'Emperor',b'Opus a Satana (Part 2)',b'Live Inferno',[]
b'Julien Clerc',b'This Melody (Live)',b'Vendredi 13 - 1981',[]
b'Glen Campbell',"b""I'm Gone This Time""",b'Unconditional Love',[]
b'T.G. Sheppard',b'You Feel Good All Over',b'The Very Best Of',[]
b'Slim Whitman',b'Indian Love Call',b'Country Lovers. Vol. 3',"[['country', '100'], ['yodel', '64'], ['slim whitman', '47'], ['classic country', '29'], ['Soundtrack', '29'], ['male vocalists', '17'], ['oldies', '17'], ['male vocal', '11'], ['memories', '11'], ['50s', '11'], ['live', '11'], ['Country Yodel', '11'], ['gram', '11'], ['makes the heads of everyone who hears it explode into pounds of green goo', '11'], ['mars attacks', '5'], ['yodel country', '5'], ['country trash', '5'], ['Batpage', '5'], ['Fonkelhorse', '5'], ['other al and chad', '5'], ['weird break', '5'], ['Steel Pedal', '5'], ['fhNotBad', '5'], ['SW-Indian Love Call', '5'], ['songs I absolutely love', '5'], ['live cuts', '5'], ['50s and 60s', '5'], ['Love', '5'], ['florida', '5'], ['falsetto', '5'], ['comedy', '5'], ['cowboy', '5'], ['psychobilly', '5'], ['mbest', '0'], ['qbest', '0'], ['seebest', '0'], ['bestallof', '0'], ['newbest', '0'], ['midbest', '0'], ['lobest', '0'], ['Favourite Songs', '0'], ['waiting room', '0'], ['db', '0'], ['dbest', '0'], ['bestone', '0']]"
b'Savage Garden',b'You Can Still Be Free',b'Affirmation',"[['savage garden', '100'], ['pop', '93'], ['australian', '50'], ['amazing', '37'], ['Guilty Pleasures', '37'], ['sad', '25'], ['90s', '25'], ['emotional', '18'], ['favorites', '18'], ['singer-songwriter', '18'], ['alternative', '18'], ['alternative romantic collection', '18'], ['male', '12'], ['Favorite', '12'], ['calm', '12'], ['ethereal', '12'], ['Ballad', '12'], ['falsetto', '12'], ['male vocalists', '12'], ['90 - NINETIES', '12'], ['easy listening', '12'], ['rock', '12'], ['Love', '12'], ['Maraca sentimental', '6'], ['duets', '6'], ['Sentimental', '6'], ['adult contemporary', '6'], ['Love it', '6'], ['percussion', '6'], ['synthesizer', '6'], ['Ternurita', '6'], ['meditative', '6'], ['inspirationaldragon', '6'], ['old favorite', '6'], ['overwelming', '6'], ['powerfull voices', '6'], ['gemmydragon', '6'], ['90s pop and rock', '6'], ['back in the day', '6'], ['Slow dances', '6'], ['male vocal group', '6'], ['love at first hear', '6'], ['yirim yirim', '6'], ['mortality', '6'], ['songs I absolutely love', '6'], ['voices that i love', '6'], ['Mellow', '6'], ['soft rock', '6'], ['ambient', '6'], ['psychedelic', '6'], ['soul', '6'], ['night', '6'], ['alternative pop', '6'], ['new age', '6'], ['Awesome', '6'], ['relaxing', '6'], ['beautiful', '6'], ['pop rock', '6'], ['synth pop', '6'], ['inspirational', '6'], ['guilty pleasure', '6'], ['male vocals', '6'], ['top artists', '6'], ['fantasy', '6'], ['loved tracks', '6'], ['duo', '6'], ['perfect', '6'], ['sensual', '6'], ['long', '6'], ['drums', '6'], ['Favourite Songs', '6'], ['relax', '6'], ['smooth', '6'], ['seen live', '0'], ['girly power', '0'], ['oz', '0'], ['savage garden you can still be free', '0'], ['Altar of the Metal Gods Death Metal', '0'], ['Altar of the Metal Gods Folk Metal', '0'], ['Altar of the Metal Gods Neo-Classical Metal', '0'], ['Altar of the Metal Gods Pagan Metal', '0'], ['Altar of the Metal Gods Thrash Metal', '0']]"
b'Queens Of The Stone Age',b'I Never Came',b'Lullabies To Paralyze',"[['Stoner Rock', '100'], ['rock', '94'], ['alternative rock', '67'], ['alternative', '43'], ['Queens Of The Stone Age', '29'], ['hard rock', '25'], ['Josh Homme', '14'], ['00s', '12'], ['Psychedelic Rock', '11'], ['desert rock', '11'], ['qotsa', '11'], ['soft rock', '10'], ['stoner', '8'], ['stoner metal', '8'], ['Awesome', '7'], ['american', '6'], ['beautiful', '6'], ['chill', '6'], ['queens', '6'], ['favorite songs', '6'], ['77davez-all-tracks', '5'], ['indie rock', '5'], ['2005', '5'], ['driving alone in the night', '3'], ['loved', '3'], ['death metall', '2'], ['Favourite Songs', '2'], ['modern rock', '2'], ['great riffs', '2'], ['favorites', '2'], ['sad', '2'], ['simply great', '2'], ['metal', '2'], ['this would be a classic if there was any justice in the world', '2'], ['Melodic Death Metal', '2'], ['chillout', '2'], ['best song of all time', '1'], ['Amo', '1'], ['bruh', '1'], ['beautifully sad', '1'], ['s2', '1'], ['darklings', '1'], ['favorite alternative rock', '1'], ['RP', '1'], ['I Luv', '1'], ['repeatrepeatrepeat', '1'], ['mid-tempo', '1'], ['Songs that smooth out', '1'], ['Ridiculously awesome', '1'], ['lushness', '1'], ['sdjalma', '1'], ['Aural Sex', '1'], ['Auf wundersame Weise deprimierend', '1'], ['great melody', '1'], ['Saw In Concert', '1'], ['oh how i love this song', '1'], ['Fuckin A', '1'], ['alternative romantic collection', '1'], ['fucking brilliant', '1'], ['Favoritter', '1'], ['sonikowe', '1'], ['Tasty', '1'], ['snowmanz', '1'], ['progressive punk', '1'], ['forever alone', '1'], ['high school nostalgia', '1'], ['heard in films', '1'], ['sincero', '1'], ['mizury', '1'], ['songs i heart a lot', '1'], ['Wanna hear for ever', '1'], ['socal rock', '1'], ['Hans Regeer', '1'], ['reading festival 08', '1'], ['chillout zone', '1'], ['Dave Hiddens Music Box', '1'], ['domenica', '1'], ['dead heart', '1'], ['songs that you wanna listen to over and over again', '1'], ['parnesana', '1'], ['music to listen when its raining', '1'], ['sarah favourite', '1'], ['Criminally Underrated', '1'], ['perdida en mis pensamientos', '1'], ['retazos de mi vida', '1'], ['lullabies to paralyze', '1'], ['new classic rock', '1'], ['daves faves', '1'], ['heady', '1'], ['desktop rocker', '1'], ['rocking in the dark', '1'], ['great vocalists', '1'], ['i never came in', '1'], ['love that beat', '1'], ['vivacubalibre loved tracks', '1'], ['the greatest and best song in the world', '1'], ['peteton', '1'], ['songs about masturbation', '1'], ['muka muka', '1'], ['epic', '1']]"
b'Hank Penny & The Lincoln Penny Orchestra',b'Dixie',"b""It's War Again""",[]
b'Inspiral Carpets',b'Commercial Reign',b'The Singles',"[['madchester', '100'], ['indie', '50'], ['lovedbybeyondwithin', '50'], ['alternative', '33'], ['Manchester', '33'], ['90s', '33'], ['britpop', '16'], ['alternative rock', '16'], ['1990s', '16'], ['b-side', '16'], ['1990', '16'], ['i love singing along', '16']]"
b'Borialis',b'Hourglass',b'What You Thought You Heard',"[['Look them up', '100']]"
b'The Dirty Skirts',b'Wake',"b""Daddy Don't Disco""",[]
b'Flor Silvestre',b'Caricia Y Herida',b'15 Exitos Vol. 2 Flor Silvestre',"[['outskirts of expansion', '100']]"
b'B\xc3\xa9zu',b'Le tortillard',b'Le top du p\xc3\xa8re N\xc3\xb6el',[]
b'Redman',b'WKYA (drop)',b'Malpractice',"[['beast', '100'], ['rap', '50'], ['short', '50'], ['Hip-Hop', '50'], ['00s', '50'], ['jersey', '50']]"
b'Solistiyhtye Suomi',b'Ter\xc3\xa4slintu',b'20 Suosikkia / Rilluttele y\xc3\xb6',[]
b'Eddie Cantor',"b""Now's The Time To Fall In Love""",b'The Fabulous Eddie Cantor',"[['top hat', '100']]"
b'Kai Winding',b'Mangos',b'The Incredible Kai Winding Trombones',"[['food instrumental', '100']]"
b'Sonny Simmons',b'A Distant Voice',b'Staying on the Watch',"[['free jazz', '100'], ['alto sax', '75'], ['Free and Avant Jazz', '50'], ['jazz', '25'], ['eerie', '25'], ['ominous', '25'], ['thinking', '25'], ['sparse', '25'], ['pure jazz', '25'], ['sax solo', '25'], ['fine-new', '25'], ['My favorite sax players', '25'], ['saxtoblow', '25'], ['purp1epagejazz', '25'], ['JazzCuisine', '25']]"
b'Mira',b'Openbare Weg',b'Openbare Weg',"[['kleinkunst', '100'], ['aynomys varied radio', '100'], ['seen live', '1']]"
b'Citizen Kaned',b'President Johnson',b'Tip World Singles 2000',"[['chillout', '100']]"
b'The Brooklyn Tabernacle Choir',b'Lead Me Lord',b'Praise Him...Live!',"[['Contemporary Gospel Tag', '100']]"
b'Vince Guaraldi / Bola Sete',b'Choro',b'From All Sides',"[['jazz', '100']]"
b'Maurice Chevalier',b'Ma Louise',b'Maurice Chevalier  The Essential Collection Vol 1',[]
b'Carl Cox Vs Yousef',b'I Want You (Forever)',b'Dave Pearce Best of the Dance Years 1988 - 1992',"[['sexy', '100'], ['Old school Hardcore', '100'], ['oldskool house', '100'], ['seks-list', '100']]"
b'Organized Konfusion',b'Hate',b'The Equinox',"[['organized knofusion', '100']]"
b'Martina McBride',"b""I Can't Stop Loving You""",b'Timeless',"[['Martina McBride', '100'], ['country', '80'], ['female vocalists', '40'], ['classic country', '40'], ['elegidas', '20'], ['nwcntry', '20'], ['all of my songs', '0'], ['FH referral', '0']]"
b'Horace Andy',b'Thank You Lord',b'Feel Good All Over: Anthology 1970-1976',"[['reggae', '100'], ['spiritual', '25'], ['gratitude', '25']]"
